uni,major,minor,course,fee,success_rate,round1,round2,round3,round4,lat,lon
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมโทรคมนาคม (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,30,13,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า สาขาวิชาวิศวกรรมไฟฟ้ากำลัง/วิศวกรรมควบคุมอัตโนมัติ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,55,33,30,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย พิเศษ) วิทยาเขต กรุงเทพฯ,240000,0,0,30,5,3,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมพลังงาน,วศ.บ.วิศวกรรมไฟฟ้าอุตสาหกรรมและพลังงาน (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,26,23,10,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมขนถ่ายวัสดุ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,34,23,15,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล เพื่อการออกแบบและนวัตกรรม (หลักสูตรนานาชาติ) (นานาชาติ) วิทยาเขต กรุงเทพฯ,480000,0,34,10,30,30,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,80,19,25,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,40,23,20,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,30,23,5,0,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ,คณะวิศวกรรมศาสตร์,วิศวกรรมการผลิต,วศ.บ.วิศวกรรมการผลิต (ภาษาไทย ปกติ) วิทยาเขต กรุงเทพฯ,200000,0,67,64,30,21,13.8234,100.5135
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมเมคคาทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,29,17,4,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.สาขาวิศวกรรมอุตสาหการ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,57,45,13,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.สาขาวิศวกรรมไฟฟ้าสื่อสารและอิเล็กทรอนิกส์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,61,28,4,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วศ.บ.วิศวกรรมอิเล็กทรอนิกส์และสารสนเทศสื่อสาร(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,28,63,30,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ.สาขาวิศวกรรมสิ่งแวดล้อม-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,29,20,2,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ.สาขาวิศวกรรมสิ่งแวดล้อม(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,28,38,15,26,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ. วิศวกรรมการผลิตชิ้นส่วนยานยนต์และอากาศยานสมัยใหม่ - วศ.บ. 4 ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,27,21,20,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.สาขาวิศวกรรมเครื่องมือ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,34,54,45,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมวัสดุ,วศ.บ.สาขาวิศวกรรมวัสดุ-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,29,43,30,5,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.สาขาวิศวกรรมระบบควบคุมและเครื่องมือวัด(สหกิจศึกษา)-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,30,35,35,26,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.สาขาวิศวกรรมระบบควบคุมและเครื่องมือวัด-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,30,19,8,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.สาขาวิศวกรรมอัตโนมัติ(หลักสูตรนานาชาติ)-วศ.บ.4ปี-KOSEN (นานาชาติ) วิทยาเขต บางมด,0,0,50,0,0,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วศ.บ.สาขาวิศวกรรมอัตโนมัติ(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,32,27,25,19,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิศวกรรมโยธา-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,67,13,5,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.สาขาวิศวกรรมโยธา(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,66,42,20,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิศวกรรมไฟฟ้า(ระบบไฟฟ้าอิเล็กทรอนิกส์กำลังและพลังงาน)-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,27,22,10,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.สาขาวิศวกรรมไฟฟ้า-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,53,36,29,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิศวกรรมยานยนต์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,53,41,35,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิศวกรรมเครื่องกลวศ.บ.4ปี(พื้นที่การศึกษาราชบุรี) (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,20,11,0,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.สาขาวิศวกรรมเครื่องกล-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,57,32,10,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.สาขาวิศวกรรมเคมี(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,28,32,35,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วศ.บ.สาขาวิศวกรรมเคมี-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,54,24,30,3,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิศวกรรมคอมพิวเตอร์วศ.บ.4ปี(พื้นที่การศึกษาราชบุรี) (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,21,10,0,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิศวกรรมคอมพิวเตอร์-วศ.บ.4ปี (ภาษาไทย ปกติ) วิทยาเขต บางมด,0,0,52,24,10,0,13.652,100.4941
มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.สาขาวิศวกรรมคอมพิวเตอร์(หลักสูตรนานาชาติ)-วศ.บ.4ปี (นานาชาติ) วิทยาเขต บางมด,0,0,27,11,10,0,13.652,100.4941
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมเชิงนวัตกรรม,วศ.บ.วิศวกรรมบูรณาการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,0,36,22,5,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการและการจัดการโลจิสติกส์ (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,400000,0,26,25,20,5,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,280000,33,10,20,55,25,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,68,117,102,30,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมเหมืองแร่,วศ.บ.วิศวกรรมเหมืองแร่ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,47,41,22,5,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมหุ่นยนต์,วศ.บ.วิศวกรรมหุ่นยนต์และปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,232000,0,40,25,10,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ.วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,42,82,37,5,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,400000,0,29,29,17,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ.วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,59,82,77,25,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้าและเทคโนโลยีโครงข่ายไฟฟ้าอัจฉริยะ (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,400000,0,0,26,20,10,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,280000,20,20,25,20,16,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ.วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,65,67,62,20,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกลและการบริหารโครงการวิศวกรรม (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,400000,42,24,21,10,5,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,280000,21,15,25,15,10,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,51,112,122,45,0,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมระบบสารสนเทศและเครือข่าย (นานาชาติ) วิทยาเขต วิทยาเขตหลัก,400000,69,22,25,8,2,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย พิเศษ) วิทยาเขต วิทยาเขตหลัก,280000,29,15,10,5,5,18.7961,98.9523
มหาวิทยาลัยเชียงใหม่,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,184000,61,70,34,10,0,18.7961,98.9523
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมอุตสาหการ) วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,24,40,28,2,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมอิเล็กทรอนิกส์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอิเล็กทรอนิกส์) วิศวกรรมระบบอิเล็กทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,8,25,15,0,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสิ่งแวดล้อม) วิศวกรรมสิ่งแวดล้อม (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,22,30,17,0,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมโลจิสติกส์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโลจิสติกส์) หลักสูตรนานาชาติ วิศวกรรมโลจิสติกส์ หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,0,0,28,31,31,10,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมระบบวัดคุม วิศวกรรมอัตโนมัติ,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์) วิศวกรรมระบบอัตโนมัติ หุ่นยนต์ และปัญญาประดิษฐ์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,35,44,26,16,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมโยธา,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโยธา) วิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,24,64,27,0,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้าสื่อสาร วิศวกรรมโทรคมนาคม,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมโทรคมนาคม) หลักสูตรนานาชาติ วิศวกรรมโทรคมนาคม หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,0,0,28,32,19,17,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมไฟฟ้า) วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,12,23,21,0,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมซอฟต์แวร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมสื่อดิจิทัล) หลักสูตรนานาชาติ วิศวกรรมสื่อดิจิทัล หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,0,0,25,30,17,5,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเครื่องกล) วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,30,70,27,4,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเคมี) วิศวกรรมเคมี (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,16,50,26,14,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมเคมี,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมกระบวนการเคมี) วิศวกรรมกระบวนการเคมี หลักสูตรนานาชาติ (นานาชาติ) วิทยาเขต ขอนแก่น,0,0,20,35,25,20,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมคอมพิวเตอร์) วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,50,53,30,0,16.4735,102.8207
มหาวิทยาลัยขอนแก่น,คณะวิศวกรรมศาสตร์,วิศวกรรมเกษตร,วิศวกรรมศาสตรบัณฑิต (วิศวกรรมเกษตร) วิศวกรรมเกษตร (ภาษาไทย ปกติ) วิทยาเขต ขอนแก่น,0,0,26,29,7,4,16.4735,102.8207
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,การออกแบบอุตสาหกรรม,สถ.บ.นวัตกรรมการออกแบบ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,86400,0,10,10,15,14,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมอุตสาหการ,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,81200,0,10,10,20,19,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมโลจิสติกส์,วศ.บ.วิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,81200,0,10,10,10,14,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเมคคาทรอนิกส์,วศ.บ.วิศวกรรมเมคคาทรอนิกส์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,81200,0,10,10,25,28,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเครื่องกล,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,81200,0,10,10,15,10,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมคอมพิวเตอร์,วศ.บ.วิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,81200,0,10,10,15,10,16.4322,103.5065
มหาวิทยาลัยกาฬสินธุ์,คณะวิศวกรรมศาสตร์และเทคโนโลยีอุตสาหกรรม,วิศวกรรมเกษตร,อส.บ.วิศวกรรมเครื่องจักรกลเกษตร (ภาษาไทย ปกติ) วิทยาเขต วิทยาเขตหลัก,69200,0,10,10,20,28,16.4322,103.5065
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมอุตสาหการ,วศ.บ. สาขาวิชาวิศวกรรมอุตสาหการ (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,80,80,40,30,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมสิ่งแวดล้อม,วศ.บ. สาขาวิชาวิศวกรรมสิ่งแวดล้อมเพื่อการพัฒนาอย่างยั่งยืน (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,129,35,20,80,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมโยธา,วศ.บ. สาขาวิชาวิศวกรรมโยธา (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,100,52,30,20,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมไฟฟ้า,วศ.บ. สาขาวิชาวิศวกรรมไฟฟ้า (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,112,86,40,40,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมเครื่องกล,วศ.บ. สาขาวิชาวิศวกรรมเครื่องกลและการผลิต (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,112,115,30,50,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิศวกรรมคอมพิวเตอร์,วศ.บ. สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,92,66,38,30,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิทยาการ วิทยาศาสตร์ข้อมูล,วท.บ. สาขาวิชาวิทยาการข้อมูล (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,79,95,60,70,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,วิทยาการคอมพิวเตอร์,วท.บ. สาขาวิชาวิทยาการคอมพิวเตอร์ (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,122,100,90,110,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,เทคโนโลยีพลังงาน,วท.บ. สาขาวิชาเทคโนโลยีพลังงานเพื่อความยั่งยืน (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,60,60,60,45,13.8468,100.5697
มหาวิทยาลัยเกษตรศาสตร์,คณะวิทยาศาสตร์และวิศวกรรมศาสตร์,เคมี,วท.บ. สาขาวิชาเคมีประยุกต์ (ภาษาไทย ปกติ) วิทยาเขต เฉลิมพระเกียรติ จ.สกลนคร,0,0,72,121,80,45,13.8468,100.5697
